time,id,cpuusage,disk,jobs,memusage,allocated_cpuusage,allocated_disk,allocated_jobs,allocated_memusage
215,6,98.9,5000,66,2030,110,5000,200,2440
215,11,99.0,5000,74,1222,110,5000,200,1250
215,12,100.5,5000,63,1134,110,5000,200,1952
216,5,100.5,5000,85,1234,110,5000,200,1250
216,6,100.7,5000,66,2030,110,5000,200,2440
216,11,99.3,5000,74,1278,110,5000,200,1250
216,12,100.7,5000,63,1193,110,5000,200,1952
217,5,98.8,5000,85,1234,110,5000,200,1250
217,6,98.9,5000,66,2030,110,5000,200,2440
217,12,97.6,5000,63,1255,110,5000,200,1952
218,5,97.3,5000,85,1234,110,5000,200,1250
218,6,100.5,5000,66,2030,110,5000,200,2440
219,5,98.9,5000,85,1234,110,5000,200,1250
219,6,99.3,5000,66,2030,110,5000,200,2440
219,12,102.7,5000,63,1315,110,5000,200,1952
219,13,0.0,5000,74,1,110,5000,200,1562
220,5,97.7,5000,85,1234,110,5000,200,1250
220,6,100.3,5000,66,2030,110,5000,200,2440
220,12,98.2,5000,63,1377,110,5000,200,1952
220,13,0.0,5000,74,40,110,5000,200,1562
221,5,100.5,5000,85,1234,110,5000,200,1250
221,6,99.0,5000,66,2030,110,5000,200,2440
221,12,100.6,5000,63,1438,110,5000,200,1952
221,13,100.6,5000,74,87,110,5000,200,1562
222,5,98.9,5000,85,1234,110,5000,200,1250
222,6,99.9,5000,66,2030,110,5000,200,2440
222,12,101.3,5000,63,1498,110,5000,200,1952
222,13,98.3,5000,74,139,110,5000,200,1562
223,5,103.8,5000,85,1234,110,5000,200,1250
223,6,93.8,5000,66,2030,110,5000,200,2440
223,12,98.9,5000,63,1558,110,5000,200,1952
223,13,100.7,5000,74,182,110,5000,200,1562
224,5,97.0,5000,85,1234,110,5000,200,1250
224,6,100.4,5000,66,2030,110,5000,200,2440
224,12,100.6,5000,63,1619,110,5000,200,1952
224,13,99.4,5000,74,224,110,5000,200,1562
225,5,100.5,5000,85,1234,110,5000,200,1250
225,6,98.9,5000,66,2030,110,5000,200,2440
225,12,98.6,5000,63,1680,110,5000,200,1952
225,13,100.4,5000,74,265,110,5000,200,1562
226,5,98.8,5000,85,1234,110,5000,200,1250
226,6,101.4,5000,66,2030,110,5000,200,2440
226,12,100.6,5000,63,1740,110,5000,200,1952
226,13,101.1,5000,74,313,110,5000,200,1562
